symbol,name,asset_type,exchange,source,is_etf
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,etf,,nasdaq-trader,true
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,etf,,nasdaq-trader,true
EMEM,Sophus Capital Emerging Market ETF,etf,,nasdaq-trader,true
EMEQ,Nomura Focused Emerging Markets Equity ETF,etf,,nasdaq-trader,true
EMIF,iShares Emerging Markets Infrastructure ETF,etf,,nasdaq-trader,true
EMSC,Sophus Capital Emerging Market Small Cap ETF,etf,,nasdaq-trader,true
EMXC,iShares MSCI Emerging Markets ex China ETF,etf,,nasdaq-trader,true
EMXF,iShares ESG Advanced MSCI EM ETF,etf,,nasdaq-trader,true
ENHI,iShares Enhanced International Active ETF,etf,,nasdaq-trader,true
ENZL,iShares MSCI New Zealand ETF,etf,,nasdaq-trader,true
ERET,iShares Environmentally Aware Real Estate ETF,etf,,nasdaq-trader,true
ESGD,iShares ESG Aware MSCI EAFE ETF,etf,,nasdaq-trader,true
ESGE,iShares ESG Aware MSCI EM ETF,etf,,nasdaq-trader,true
ESMV,iShares ESG Optimized MSCI USA Min Vol Factor ETF,etf,,nasdaq-trader,true
ESN,Essential 40 Stock ETF,etf,,nasdaq-trader,true
ESPO,VanEck Video Gaming and eSports ETF,etf,,nasdaq-trader,true
ETEC,iShares Breakthrough Environmental Solutions ETF,etf,,nasdaq-trader,true
EUFN,iShares MSCI Europe Financials ETF,etf,,nasdaq-trader,true
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,etf,,nasdaq-trader,true
EVPF,Eaton Vance Preferred Securities and Income ETF,etf,,nasdaq-trader,true
EVYM,Eaton Vance High Income Municipal ETF,etf,,nasdaq-trader,true
EWJV,iShares MSCI Japan Value ETF,etf,,nasdaq-trader,true
EWZS,iShares MSCI Brazil Small-Cap ETF,etf,,nasdaq-trader,true
EXUS,Nomura Focused International Core ETF,etf,,nasdaq-trader,true
EYEG,AB Corporate Bond ETF,etf,,nasdaq-trader,true
EZMO,AlphaDroid Broad Markets Momentum ETF,etf,,nasdaq-trader,true
EZRO,AlphaDroid Defensive Sector Rotation ETF,etf,,nasdaq-trader,true
FAAA,Fidelity AAA CLO ETF,etf,,nasdaq-trader,true
FAB,First Trust Multi Cap Value AlphaDEX Fund,etf,,nasdaq-trader,true
FAD,First Trust Multi Cap Growth AlphaDEX Fund,etf,,nasdaq-trader,true
FALN,iShares Fallen Angels USD Bond ETF,etf,,nasdaq-trader,true
FBOT,Fidelity Disruptive Automation ETF,etf,,nasdaq-trader,true
FBYY,GraniteShares YieldBOOST META ETF,etf,,nasdaq-trader,true
FCA,First Trust China AlphaDEX Fund,etf,,nasdaq-trader,true
FCAL,First Trust California Municipal High income ETF,etf,,nasdaq-trader,true
FCEF,First Trust Income Opportunities ETF,etf,,nasdaq-trader,true
FCLO,Fidelity CLO ETF,etf,,nasdaq-trader,true
FCTE,SMI 3Fourteen Full-Cycle Trend ETF,etf,,nasdaq-trader,true
FCVT,First Trust SSI Strategic Convertible Securities ETF,etf,,nasdaq-trader,true
FDCF,Fidelity Disruptive Communications ETF,etf,,nasdaq-trader,true
FDFF,Fidelity Disruptive Finance ETF,etf,,nasdaq-trader,true
FDIF,Fidelity Disruptors ETF,etf,,nasdaq-trader,true
FDIG,Fidelity Crypto Industry and Digital Payments ETF,etf,,nasdaq-trader,true
FDIQ,Invesco Bloomberg Financial Data Providers ETF,etf,,nasdaq-trader,true
FDIV,MarketDesk Focused U.S. Dividend ETF,etf,,nasdaq-trader,true
FDNI,First Trust Dow Jones International Internet ETF,etf,,nasdaq-trader,true
FDRS,Founder-Led ETF,etf,,nasdaq-trader,true
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,etf,,nasdaq-trader,true
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,etf,,nasdaq-trader,true
FDTX,Fidelity Disruptive Technology ETF,etf,,nasdaq-trader,true
FEAT,YieldMax Dorsey Wright Featured 5 Income ETF,etf,,nasdaq-trader,true
FEM,First Trust Emerging Markets AlphaDEX Fund,etf,,nasdaq-trader,true
FEMB,First Trust Emerging Markets Local Currency Bond ETF,etf,,nasdaq-trader,true
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,etf,,nasdaq-trader,true
FEP,First Trust Europe AlphaDEX Fund,etf,,nasdaq-trader,true
FEPI,REX FANG & Innovation Equity Premium Income ETF,etf,,nasdaq-trader,true
FEUZ,First Trust Eurozone AlphaDEX ETF,etf,,nasdaq-trader,true
FEX,First Trust Large Cap Core AlphaDEX Fund,etf,,nasdaq-trader,true
FFUT,Fidelity Managed Futures ETF,etf,,nasdaq-trader,true
FGM,First Trust Germany AlphaDEX Fund,etf,,nasdaq-trader,true
FGSI,FT Vest Growth Strength & Target Income ETF,etf,,nasdaq-trader,true
FICS,First Trust International Developed Capital Strength ETF,etf,,nasdaq-trader,true
FID,First Trust S&P International Dividend Aristocrats ETF,etf,,nasdaq-trader,true
FINX,Global X FinTech ETF,etf,,nasdaq-trader,true
FINY,GraniteShares YieldBOOST Financials ETF,etf,,nasdaq-trader,true
FIVY,YieldMax Dorsey Wright Hybrid 5 Income ETF,etf,,nasdaq-trader,true
FIXD,First Trust Smith Opportunistic Fixed Income ETF,etf,,nasdaq-trader,true
FIYY,GraniteShares YieldBOOST 20Y Treasuries ETF,etf,,nasdaq-trader,true
FJP,First Trust Japan AlphaDEX Fund,etf,,nasdaq-trader,true
FLDB,Fidelity Low Duration Bond ETF,etf,,nasdaq-trader,true
FLN,First Trust Latin America AlphaDEX Fund,etf,,nasdaq-trader,true
FMB,First Trust Managed Municipal ETF,etf,,nasdaq-trader,true
FMED,Fidelity Disruptive Medicine ETF,etf,,nasdaq-trader,true
FMET,Fidelity Metaverse ETF,etf,,nasdaq-trader,true
FMHI,First Trust Municipal High Income ETF,etf,,nasdaq-trader,true
FMTM,MarketDesk Focused U.S. Momentum ETF,etf,,nasdaq-trader,true
FMUB,Fidelity Municipal Bond Opportunities ETF,etf,,nasdaq-trader,true
FMUN,Fidelity Systematic Municipal Bond Index ETF,etf,,nasdaq-trader,true
FNK,First Trust Mid Cap Value AlphaDEX Fund,etf,,nasdaq-trader,true
FNX,First Trust Mid Cap Core AlphaDEX Fund,etf,,nasdaq-trader,true
FNY,First Trust Mid Cap Growth AlphaDEX Fund,etf,,nasdaq-trader,true
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,etf,,nasdaq-trader,true
FPXE,First Trust IPOX Europe Equity Opportunities ETF,etf,,nasdaq-trader,true
FPXI,First Trust International Equity Opportunities ETF,etf,,nasdaq-trader,true
FRWD,Nomura Transformational Technologies ETF,etf,,nasdaq-trader,true
FSCS,First Trust SMID Capital Strength ETF,etf,,nasdaq-trader,true
FSGS,First Trust SMID Growth Strength ETF,etf,,nasdaq-trader,true
FSZ,First Trust Switzerland AlphaDEX Fund,etf,,nasdaq-trader,true
FTA,First Trust Large Cap Value AlphaDEX Fund,etf,,nasdaq-trader,true
FTAG,First Trust Indxx Global Agriculture ETF,etf,,nasdaq-trader,true
FTC,First Trust Large Cap Growth AlphaDEX Fund,etf,,nasdaq-trader,true
FTCS,First Trust Capital Strength ETF,etf,,nasdaq-trader,true
FTDS,First Trust Dividend Strength ETF,etf,,nasdaq-trader,true
FTGC,First Trust Global Tactical Commodity Strategy Fund,etf,,nasdaq-trader,true
FTGS,First Trust Growth Strength ETF,etf,,nasdaq-trader,true
FTHI,First Trust BuyWrite Income ETF,etf,,nasdaq-trader,true
FTQI,First Trust Nasdaq BuyWrite Income ETF,etf,,nasdaq-trader,true
FTRI,First Trust Indxx Global Natural Resources Income ETF,etf,,nasdaq-trader,true
FTSL,First Trust Senior Loan Fund,etf,,nasdaq-trader,true
FTXG,First Trust Nasdaq Food & Beverage ETF,etf,,nasdaq-trader,true
FTXH,First Trust Nasdaq Pharmaceuticals ETF,etf,,nasdaq-trader,true
FTXL,First Trust Nasdaq Semiconductor ETF,etf,,nasdaq-trader,true
FTXN,First Trust Nasdaq Oil & Gas ETF,etf,,nasdaq-trader,true
FTXO,First Trust Nasdaq Bank ETF,etf,,nasdaq-trader,true
FV,First Trust Dorsey Wright Focus 5 ETF,etf,,nasdaq-trader,true
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,etf,,nasdaq-trader,true
FYC,First Trust Small Cap Growth AlphaDEX Fund,etf,,nasdaq-trader,true
FYT,First Trust Small Cap Value AlphaDEX Fund,etf,,nasdaq-trader,true
FYX,First Trust Small Cap Core AlphaDEX Fund,etf,,nasdaq-trader,true
GARY,Mango Growth ETF,etf,,nasdaq-trader,true
GEME,Pacific North of South EM Equity Active ETF,etf,,nasdaq-trader,true
GENZ,VanEck Digital Native Economy ETF,etf,,nasdaq-trader,true
GFGF,Guru Favorite Stocks ETF,etf,,nasdaq-trader,true
GIEQ,Goldman Sachs Data Enhanced International Equity ETF,etf,,nasdaq-trader,true
GIND,Goldman Sachs India Equity ETF,etf,,nasdaq-trader,true
GINX,SGI Enhanced Global Income ETF,etf,,nasdaq-trader,true
GKAT,Scharf Global Opportunity ETF,etf,,nasdaq-trader,true
GLDB,IDX Alternative FIAT ETF,etf,,nasdaq-trader,true
GLDY,Defiance Gold Enhanced Options Income ETF,etf,,nasdaq-trader,true
GNMA,iShares GNMA Bond ETF,etf,,nasdaq-trader,true
GNOM,Global X Genomics & Biotechnology ETF,etf,,nasdaq-trader,true
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,etf,,nasdaq-trader,true
GPIQ,Goldman Sachs Nasdaq-100 Premium Income ETF,etf,,nasdaq-trader,true
GPIX,Goldman Sachs S&P 500 Premium Income ETF,etf,,nasdaq-trader,true
GPRF,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,etf,,nasdaq-trader,true
GPT,Intelligent Alpha Atlas ETF,etf,,nasdaq-trader,true
GQQQ,Astoria US Quality Growth Kings ETF,etf,,nasdaq-trader,true
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,etf,,nasdaq-trader,true
GRIN,VictoryShares International Free Cash Flow Growth ETF,etf,,nasdaq-trader,true
GSGO,Goldman Sachs Growth Opportunities ETF,etf,,nasdaq-trader,true
GSIB,Themes Global Systemically Important Banks ETF,etf,,nasdaq-trader,true
GTOP,Goldman Sachs Technology Opportunities ETF,etf,,nasdaq-trader,true
GTOQ,Invesco High Yield Systematic Bond ETF,etf,,nasdaq-trader,true
GTPE,Goldman Sachs MSCI World Private Equity Return Tracker ETF,etf,,nasdaq-trader,true
GUSE,Goldman Sachs Enhanced U.S. Equity ETF,etf,,nasdaq-trader,true
GVLE,Goldman Sachs Value Opportunities ETF,etf,,nasdaq-trader,true
HBDC,Hilton BDC Corporate Bond ETF,etf,,nasdaq-trader,true
HEAL,Global X HealthTech ETF,etf,,nasdaq-trader,true
HECO,State Street Galaxy Hedged Digital Asset Ecosystem ETF,etf,,nasdaq-trader,true
HEQQ,JPMorgan Nasdaq Hedged Equity Laddered Overlay ETF,etf,,nasdaq-trader,true
HERD,Pacer Cash Cows Fund of Funds ETF,etf,,nasdaq-trader,true
HERO,Global X Video Games & Esports ETF,etf,,nasdaq-trader,true
HFSP,TradersAI Large Cap Equity & Cash ETF,etf,,nasdaq-trader,true
HIDE,Alpha Architect High Inflation and Deflation ETF,etf,,nasdaq-trader,true
HIS,Humilis US Focused Opportunities ETF,etf,,nasdaq-trader,true
HISF,First Trust High Income Strategic Focus ETF,etf,,nasdaq-trader,true
HLAL,Wahed FTSE USA Shariah ETF,etf,,nasdaq-trader,true
HMYY,GraniteShares YieldBoost HIMS ETF,etf,,nasdaq-trader,true
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,etf,,nasdaq-trader,true
HOYY,GraniteShares YieldBOOST HOOD ETF,etf,,nasdaq-trader,true
HQGO,Hartford US Quality Growth ETF,etf,,nasdaq-trader,true
HRTS,Tema Heart & Health ETF,etf,,nasdaq-trader,true
HWAY,Themes US Infrastructure ETF,etf,,nasdaq-trader,true
HWSM,Hotchkis & Wiley SMID Cap Diversified Value Fund,etf,,nasdaq-trader,true
HYBI,NEOS Enhanced Income Credit Select ETF,etf,,nasdaq-trader,true
HYLS,First Trust Tactical High Yield ETF,etf,,nasdaq-trader,true
HYP,Golden Eagle Dynamic Hypergrowth ETF,etf,,nasdaq-trader,true
HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,etf,,nasdaq-trader,true
IALT,iShares Systematic Alternatives Active ETF,etf,,nasdaq-trader,true
IBAT,iShares Energy Storage & Materials ETF,etf,,nasdaq-trader,true
IBB,iShares Biotechnology ETF,etf,,nasdaq-trader,true
IBBQ,Invesco Nasdaq Biotechnology ETF,etf,,nasdaq-trader,true
IBGA,iShares iBonds Dec 2044 Term Treasury ETF,etf,,nasdaq-trader,true
IBGB,iShares iBonds Dec 2045 Term Treasury ETF,etf,,nasdaq-trader,true
IBGC,iShares iBonds Dec 2046 Term Treasury ETF,etf,,nasdaq-trader,true
IBGK,iShares iBonds Dec 2054 Term Treasury ETF,etf,,nasdaq-trader,true
IBGL,iShares iBonds Dec 2055 Term Treasury ETF,etf,,nasdaq-trader,true
IBGM,iShares iBonds Dec 2056 Term Treasury ETF,etf,,nasdaq-trader,true
IBOT,VanEck Robotics ETF,etf,,nasdaq-trader,true
IBTG,iShares iBonds Dec 2026 Term Treasury ETF,etf,,nasdaq-trader,true
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,etf,,nasdaq-trader,true
IBTI,iShares iBonds Dec 2028 Term Treasury ETF,etf,,nasdaq-trader,true
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,etf,,nasdaq-trader,true
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,etf,,nasdaq-trader,true
IBTL,iShares iBonds Dec 2031 Term Treasury ETF,etf,,nasdaq-trader,true
IBTM,iShares iBonds Dec 2032 Term Treasury ETF,etf,,nasdaq-trader,true
IBTO,iShares iBonds Dec 2033 Term Treasury ETF,etf,,nasdaq-trader,true
IBTP,iShares iBonds Dec 2034 Term Treasury ETF,etf,,nasdaq-trader,true
IBTQ,iShares iBonds Dec 2035 Term Treasury ETF,etf,,nasdaq-trader,true
ICLN,iShares Global Clean Energy ETF,etf,,nasdaq-trader,true
ICOP,iShares Copper and Metals Mining ETF,etf,,nasdaq-trader,true
IDEF,iShares Defense Industrials Active ETF,etf,,nasdaq-trader,true
IDVY,First Trust International Rising Dividend Achievers ETF,etf,,nasdaq-trader,true
IEF,iShares 7-10 Year Treasury Bond ETF,etf,,nasdaq-trader,true
IEI,iShares 3-7 Year Treasury Bond ETF,etf,,nasdaq-trader,true
IEUS,iShares MSCI Europe Small-Cap ETF,etf,,nasdaq-trader,true
IFGL,iShares International Developed Real Estate ETF,etf,,nasdaq-trader,true
IFLO,VictoryShares International Free Cash Flow ETF,etf,,nasdaq-trader,true
IFV,First Trust Dorsey Wright International Focus 5 ETF,etf,,nasdaq-trader,true
IGF,iShares Global Infrastructure ETF,etf,,nasdaq-trader,true
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,etf,,nasdaq-trader,true
IGOV,iShares International Treasury Bond ETF,etf,,nasdaq-trader,true
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,etf,,nasdaq-trader,true
IJT,iShares S&P SmallCap 600 Growth ETF,etf,,nasdaq-trader,true
ILIT,iShares Lithium Miners and Producers ETF,etf,,nasdaq-trader,true
IMCV,iShares Morningstar Mid-Cap Value ETF,etf,,nasdaq-trader,true
IMOM,Alpha Architect International Quantitative Momentum ETF,etf,,nasdaq-trader,true
IND,Xtrackers Nifty 500 India ETF,etf,,nasdaq-trader,true
INDH,WisdomTree India Hedged Equity Fund,etf,,nasdaq-trader,true
INDQ,Pacer ActiveAlpha India Quality ETF,etf,,nasdaq-trader,true
INDY,iShares India 50 ETF,etf,,nasdaq-trader,true
INRO,iShares U.S. Industry Rotation Active ETF,etf,,nasdaq-trader,true
IOYY,GraniteShares YieldBOOST IONQ ETF,etf,,nasdaq-trader,true
IQQQ,ProShares Nasdaq-100 High Income ETF,etf,,nasdaq-trader,true
ISHG,iShares 1-3 Year International Treasury Bond ETF,etf,,nasdaq-trader,true
ISHP,First Trust S-Network E-Commerce ETF,etf,,nasdaq-trader,true
ISTB,iShares Core 1-5 Year USD Bond ETF,etf,,nasdaq-trader,true
ISTM,iShares Strategic Metals ETF,etf,,nasdaq-trader,true
IUS,Invesco RAFI Strategic US ETF,etf,,nasdaq-trader,true
IUSB,iShares Core Universal USD Bond ETF,etf,,nasdaq-trader,true
IUSG,iShares Core S&P U.S. Growth ETF,etf,,nasdaq-trader,true
IUSV,iShares Core S&P U.S. Value ETF,etf,,nasdaq-trader,true
IVAL,Alpha Architect International Quantitative Value ETF,etf,,nasdaq-trader,true
IVSI,Applied Finance IVS International Large ETF,etf,,nasdaq-trader,true
IVSS,Applied Finance IVS US SMID ETF,etf,,nasdaq-trader,true
IVSX,Applied Finance IVS International SMID ETF,etf,,nasdaq-trader,true
IXUS,iShares Core MSCI Total International Stock ETF,etf,,nasdaq-trader,true
JAPN,Horizon Kinetics Japan Owner Operator ETF,etf,,nasdaq-trader,true
JDOC,JPMorgan Healthcare Leaders ETF,etf,,nasdaq-trader,true
JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,etf,,nasdaq-trader,true
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,etf,,nasdaq-trader,true
JGLO,JPMorgan Global Select Equity ETF,etf,,nasdaq-trader,true
JHAI,Janus Henderson Global Artificial Intelligence ETF,etf,,nasdaq-trader,true
JIVE,JPMorgan International Value ETF,etf,,nasdaq-trader,true
JMID,Janus Henderson Mid Cap Growth Alpha ETF,etf,,nasdaq-trader,true
JOYT,JPMorgan Equity and Options Total Return ETF,etf,,nasdaq-trader,true
JPEF,JPMorgan Equity Focus ETF,etf,,nasdaq-trader,true
JPFP,JPMorgan Managed Futures Plus ETF,etf,,nasdaq-trader,true
JPY,Lazard Japanese Equity ETF,etf,,nasdaq-trader,true
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,etf,,nasdaq-trader,true
JSML,Janus Henderson Small Cap Growth Alpha ETF,etf,,nasdaq-trader,true
JTEK,JPMorgan U.S. Tech Leaders ETF,etf,,nasdaq-trader,true
KAT,Scharf ETF,etf,,nasdaq-trader,true
KBWB,Invesco KBW Bank ETF,etf,,nasdaq-trader,true
KBWD,Invesco KBW High Dividend Yield Financial ETF,etf,,nasdaq-trader,true
KBWP,Invesco KBW Property & Casualty Insurance ETF,etf,,nasdaq-trader,true
KBWY,Invesco KBW Premium Yield Equity REIT ETF,etf,,nasdaq-trader,true
KEAT,Keating Active ETF,etf,,nasdaq-trader,true
KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,etf,,nasdaq-trader,true
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,etf,,nasdaq-trader,true
KOID,KraneShares Global Humanoid Robotics and Physical AI Index ETF,etf,,nasdaq-trader,true
KQQQ,Kurv Technology Titans Select ETF,etf,,nasdaq-trader,true
KRMA,Global X Conscious Companies ETF,etf,,nasdaq-trader,true
KROP,Global X AgTech & Food Innovation ETF,etf,,nasdaq-trader,true
LCDS,JPMorgan Fundamental Data Science Large Core ETF,etf,,nasdaq-trader,true
LDEM,iShares ESG MSCI EM Leaders ETF,etf,,nasdaq-trader,true
LDRX,SGI Enhanced Market Leaders ETF,etf,,nasdaq-trader,true
LDSF,First Trust Low Duration Strategic Focus ETF,etf,,nasdaq-trader,true
LEND,SEI High Yield Bond & Alternative Credit ETF,etf,,nasdaq-trader,true
LEXI,Alexis Practical Tactical ETF,etf,,nasdaq-trader,true
LFSC,F/m Emerald Life Sciences Innovation ETF,etf,,nasdaq-trader,true
LGCF,Themes US Cash Flow Champions ETF,etf,,nasdaq-trader,true
LGRO,Level Four Large Cap Growth Active ETF,etf,,nasdaq-trader,true
LITP,Sprott Lithium Miners ETF,etf,,nasdaq-trader,true
LMBS,First Trust Low Duration Opportunities ETF,etf,,nasdaq-trader,true
LOGO,Alpha Brands Consumption Leaders ETF,etf,,nasdaq-trader,true
LOTI,Liberty One Tactical Income ETF,etf,,nasdaq-trader,true
LQ,Simplify Tax Aware Alternatives ETF,etf,,nasdaq-trader,true
LRGE,ClearBridge Large Cap Growth Select ETF,etf,,nasdaq-trader,true
LRND,NYLI U.S. Large Cap R&D Leaders ETF,etf,,nasdaq-trader,true
LTCC,Canary Litecoin ETF,etf,,nasdaq-trader,true
LVDS,JPMorgan Fundamental Data Science Large Value ETF,etf,,nasdaq-trader,true
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,etf,,nasdaq-trader,true
LVIG,Longview Advantage Fixed Income ETF,etf,,nasdaq-trader,true
MAAY,GraniteShares YieldBOOST MARA ETF,etf,,nasdaq-trader,true
MATE,Man Active Trend Enhanced ETF,etf,,nasdaq-trader,true
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,etf,,nasdaq-trader,true
MBB,iShares MBS ETF,etf,,nasdaq-trader,true
MBS,Angel Oak Mortgage-Backed Securities ETF,etf,,nasdaq-trader,true
MCDS,JPMorgan Fundamental Data Science Mid Core ETF,etf,,nasdaq-trader,true
MCHI,iShares MSCI China ETF,etf,,nasdaq-trader,true
MCHS,Matthews China Innovators Active ETF,etf,,nasdaq-trader,true
MDIV,Multi-Asset Diversified Income Index Fund,etf,,nasdaq-trader,true
MEDX,Horizon Kinetics Medical ETF,etf,,nasdaq-trader,true
MEMA,Man Active Emerging Markets Alternative ETF,etf,,nasdaq-trader,true
MEMS,Matthews Emerging Markets Discovery Active ETF,etf,,nasdaq-trader,true
METL,Sprott Active Metals & Miners ETF,etf,,nasdaq-trader,true
MFIG,Motley Fool Innovative Growth ETF,etf,,nasdaq-trader,true
MFLX,First Trust Flexible Municipal High Income ETF,etf,,nasdaq-trader,true
MFMO,Motley Fool Momentum Factor ETF,etf,,nasdaq-trader,true
MFVL,Motley Fool Value Factor ETF,etf,,nasdaq-trader,true
MILN,Global X Millennial Consumer ETF,etf,,nasdaq-trader,true
MKAM,MKAM ETF,etf,,nasdaq-trader,true
MNVT,Moonvest ETF,etf,,nasdaq-trader,true
MNZL,Manzil Russell Halal USA Broad Market ETF,etf,,nasdaq-trader,true
MODL,VictoryShares WestEnd U.S. Sector ETF,etf,,nasdaq-trader,true
MOOD,Relative Sentiment Tactical Allocation ETF,etf,,nasdaq-trader,true
MRA,GraniteShares Autocallable MARA ETF,etf,,nasdaq-trader,true
MTYY,GraniteShares YieldBOOST MSTR ETF,etf,,nasdaq-trader,true
MULT,Franklin Multisector Income ETF,etf,,nasdaq-trader,true
MUYY,GraniteShares YieldBOOST MU ETF,etf,,nasdaq-trader,true
MYCF,State Street My2026 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCG,State Street My2027 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCH,State Street My2028 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCI,State Street My2029 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCJ,State Street My2030 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCK,State Street My2031 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCL,State Street My2032 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCM,State Street My2033 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCN,State Street My2034 Corporate Bond ETF,etf,,nasdaq-trader,true
MYCO,State Street My2035 Corporate Bond ETF,etf,,nasdaq-trader,true
MYHA,State Street My2027 High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
MYHB,State Street My2028 High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
MYHC,State Street My2029 High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
MYHD,State Street My2030 High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
MYHE,State Street My2031 High Yield Corporate Bond ETF,etf,,nasdaq-trader,true
MYMF,State Street My2026 Municipal Bond ETF,etf,,nasdaq-trader,true
MYMG,State Street My2027 Municipal Bond ETF,etf,,nasdaq-trader,true
MYMH,State Street My2028 Municipal Bond ETF,etf,,nasdaq-trader,true
MYMI,State Street My2029 Municipal Bond ETF,etf,,nasdaq-trader,true
MYMJ,State Street My2030 Municipal Bond ETF,etf,,nasdaq-trader,true
MYMK,State Street My2031 Municipal Bond ETF,etf,,nasdaq-trader,true
NATO,Themes Transatlantic Defense ETF,etf,,nasdaq-trader,true
NCPB,Nuveen Core Plus Bond ETF,etf,,nasdaq-trader,true
NDAA,Ned Davis Research 360 Dynamic Allocation ETF,etf,,nasdaq-trader,true
NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,etf,,nasdaq-trader,true
NFRX,Harrison Street Infrastructure Active ETF,etf,,nasdaq-trader,true
NFTY,First Trust India Nifty 50 Equal Weight ETF,etf,,nasdaq-trader,true
NGHT,Nicholas Bitcoin and Treasuries AfterDark ETF,etf,,nasdaq-trader,true
NIKL,Sprott Nickel Miners ETF,etf,,nasdaq-trader,true
NIXT,Research Affiliates Deletions ETF,etf,,nasdaq-trader,true
NPFI,Nuveen Preferred and Income ETF,etf,,nasdaq-trader,true
NRES,Xtrackers RREEF Global Natural Resources ETF,etf,,nasdaq-trader,true
NSI,National Security Emerging Markets Index ETF,etf,,nasdaq-trader,true
NUGY,GraniteShares YieldBOOST Gold Miners ETF,etf,,nasdaq-trader,true
NVYY,GraniteShares YieldBOOST NVDA ETF,etf,,nasdaq-trader,true
NXTG,First Trust Indxx NextG ETF,etf,,nasdaq-trader,true
NZAC,State Street SPDR MSCI ACWI Climate Paris Aligned ETF,etf,,nasdaq-trader,true
OBIL,US Treasury 12 Month Bill ETF,etf,,nasdaq-trader,true
ODDS,Pacer BlueStar Digital Entertainment ETF,etf,,nasdaq-trader,true
ODTE,VegaShares SPX NDX RTY Premium Income ETF,etf,,nasdaq-trader,true
ONEQ,Fidelity Nasdaq Composite Index ETF,etf,,nasdaq-trader,true
OPPJ,WisdomTree Japan Opportunities Fund,etf,,nasdaq-trader,true
OPTZ,Optimize Strategy Index ETF,etf,,nasdaq-trader,true
ORBX,Global X Space Tech ETF,etf,,nasdaq-trader,true
OTGL,OTG Latin America ETF,etf,,nasdaq-trader,true
OZEM,Roundhill GLP-1 & Weight Loss ETF,etf,,nasdaq-trader,true
PABD,iShares Paris-Aligned Climate Optimized MSCI World ex USA ETF,etf,,nasdaq-trader,true
PATN,Pacer Nasdaq International Patent Leaders ETF,etf,,nasdaq-trader,true
PBOG,Portfolio Building Block Integrated Oil and Gas and Exploration and Production Index ETF,etf,,nasdaq-trader,true
PBPH,Portfolio Building Block World Pharma and Biotech Index ETF,etf,,nasdaq-trader,true
PBQQ,PGIM Laddered Nasdaq-100 Buffer 12 ETF,etf,,nasdaq-trader,true
PCMM,BondBloxx Private Credit CLO ETF,etf,,nasdaq-trader,true
PCPI,PIMCO Inflation PLUS Active Exchange-Traded Fund,etf,,nasdaq-trader,true
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,etf,,nasdaq-trader,true
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,etf,,nasdaq-trader,true
PDP,Invesco Dorsey Wright Momentum ETF,etf,,nasdaq-trader,true
PEPS,Parametric Equity Plus ETF,etf,,nasdaq-trader,true
PEY,Invesco High Yield Equity Dividend Achievers ETF,etf,,nasdaq-trader,true
PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ETF,etf,,nasdaq-trader,true
PFDE,Pathfinder Disciplined US Equity ETF,etf,,nasdaq-trader,true
